"GENERO","PAIS PROCEDENCIA","DEPARTAMENTO","RANGO EDAD","MOTIVO VIAJE","NOCHES","TIPO ALOJAMIENTO","GASTO TURISTICO GENERADO","MEDIO","AÑO"
"MASCULINO","COLOMBIA","NARIÑO","27-38","SIN INFORMACION","0","SIN INFORMACION","$ 600,000","AMIGOS Y/O FAMILIARES.","2021"
"FEMENINO","COLOMBIA","CORDOBA","39-50","SIN INFORMACION","0","SIN INFORMACION","$ 700,000","AMIGOS Y/O FAMILIARES.","2021"
"FEMENINO","COLOMBIA","CORDOBA","39-50","SIN INFORMACION","0","SIN INFORMACION","$ 700,000","AMIGOS Y/O FAMILIARES.","2021"
"FEMENINO","COLOMBIA","ANTIOQUIA","27-38","VACACIONES, RECREO Y OCIO","3","HOTEL","$ 800,000","AMIGOS Y/O FAMILIARES.","2021"
"FEMENINO","COLOMBIA","NARIÑO","27-38","ASISTIR O DICTAR CONFERENCIA, PONENTE EN CONGRESO, FERIA COMERCIAL O EXPOSICION","7","HOTEL","$ 2,000,000","AMIGOS Y/O FAMILIARES.","2021"
"MASCULINO","COLOMBIA","QUINDIO","39-50","TURISMO ESPIRITUAL: ACTIVIDADES RELIGIOSAS Y ESPIRITUALES","0","SIN INFORMACION","$ 500,000","YA LOS CONOCIA","2021"
"FEMENINO","COLOMBIA","CUNDINAMARCA","27-38","VENDER BIENES O PRESTAR SERVICIOS COMO REPRESENTANTE DE EMPRESA QUE NO ES DEL VALLE O COMO INDEPENDIENTE","4","HOTEL","$ 2,000,000","BUSQUEDAS, PAGINAS Y AVISOS EN INTERNET.","2021"
"FEMENINO","COLOMBIA","CALDAS","27-38","TURISMO ESPIRITUAL: ACTIVIDADES RELIGIOSAS Y ESPIRITUALES","1","CASA FAMILIARES / AMIGOS","$ 1,000,000","AMIGOS Y/O FAMILIARES.","2021"
"MASCULINO","COLOMBIA","CAUCA","15-26","TURISMO ESPIRITUAL: ACTIVIDADES RELIGIOSAS Y ESPIRITUALES","0","SIN INFORMACION","$ 300,000","YA LOS CONOCIA","2021"
"MASCULINO","COLOMBIA","ANTIOQUIA","27-38","SIN INFORMACION","0","SIN INFORMACION","$ 600,000","AMIGOS Y/O FAMILIARES.","2021"
"MASCULINO","COLOMBIA","NARIÑO","27-38","SIN INFORMACION","","SIN INFORMACION","$ 700,000","AMIGOS Y/O FAMILIARES.","2021"
"FEMENINO","COLOMBIA","CAUCA","27-38","SIN INFORMACION","0","SIN INFORMACION","$ 800,000","AMIGOS Y/O FAMILIARES.","2021"
"MASCULINO","COLOMBIA","CAUCA","27-38","SIN INFORMACION","0","SIN INFORMACION","$ 800,000","AMIGOS Y/O FAMILIARES.","2021"
"FEMENINO","COLOMBIA","CAUCA","27-38","SIN INFORMACION","0","SIN INFORMACION","$ 800,000","AMIGOS Y/O FAMILIARES.","2021"
"MASCULINO","COLOMBIA","NARIÑO","27-38","SIN INFORMACION","0","SIN INFORMACION","$ 800,000","AMIGOS Y/O FAMILIARES.","2021"
"MASCULINO","COLOMBIA","NARIÑO","27-38","SIN INFORMACION","0","SIN INFORMACION","$ 700,000","AMIGOS Y/O FAMILIARES.","2021"
"FEMENINO","COLOMBIA","NARIÑO","27-38","SIN INFORMACION","0","SIN INFORMACION","$ 700,000","AMIGOS Y/O FAMILIARES.","2021"
"FEMENINO","COLOMBIA","NARIÑO","27-38","SIN INFORMACION","0","SIN INFORMACION","$ 600,000","AMIGOS Y/O FAMILIARES.","2021"
"MASCULINO","COLOMBIA","NARIÑO","27-38","SIN INFORMACION","0","SIN INFORMACION","$ 600,000","AMIGOS Y/O FAMILIARES.","2021"
"FEMENINO","COLOMBIA","ANTIOQUIA","27-38","SIN INFORMACION","0","SIN INFORMACION","$ 500,000","AMIGOS Y/O FAMILIARES.","2021"
"FEMENINO","COLOMBIA","RISARALDA","39-50","SIN INFORMACION","0","SIN INFORMACION","$ 500,000","AMIGOS Y/O FAMILIARES.","2021"
"FEMENINO","COLOMBIA","CALDAS","27-38","SIN INFORMACION","0","SIN INFORMACION","$ 600,000","AMIGOS Y/O FAMILIARES.","2021"
"FEMENINO","COLOMBIA","HUILA","39-50","SIN INFORMACION","0","SIN INFORMACION","$ 800,000","AMIGOS Y/O FAMILIARES.","2021"
"MASCULINO","COLOMBIA","HUILA","39-50","SIN INFORMACION","0","SIN INFORMACION","$ 800,000","AMIGOS Y/O FAMILIARES.","2021"
"FEMENINO","COLOMBIA","CAQUETA","15-26","VENDER BIENES O PRESTAR SERVICIOS COMO REPRESENTANTE DE EMPRESA QUE NO ES DEL VALLE O COMO INDEPENDIENTE","45","FINCA AGRO TURÃSTICA / ALOJAMIENTO RURAL","$ 1,500,000","AMIGOS Y/O FAMILIARES.","2021"
"MASCULINO","COLOMBIA","ATLANTICO","51-62","VISITAR A FAMILIARES Y/O AMIGOS","30","CASA FAMILIARES / AMIGOS","$ 800,000","YA LOS CONOCIA","2021"
"FEMENINO","VENEZUELA","ARAGUA","15-26","DE PASO","1","CASA FAMILIARES / AMIGOS","$ 450,000","AMIGOS Y/O FAMILIARES.","2021"
"FEMENINO","COLOMBIA","HUILA","27-38","SIN INFORMACION","0","SIN INFORMACION","$ 600,000","AMIGOS Y/O FAMILIARES.","2021"
"FEMENINO","COLOMBIA","TOLIMA","27-38","SIN INFORMACION","0","SIN INFORMACION","$ 600,000","AMIGOS Y/O FAMILIARES.","2021"
"MASCULINO","COLOMBIA","TOLIMA","27-38","SIN INFORMACION","0","SIN INFORMACION","$ 600,000","AMIGOS Y/O FAMILIARES.","2021"
"MASCULINO","VENEZUELA","ARAGUA","27-38","DE PASO","1","CASA FAMILIARES / AMIGOS","$ 450,000","AMIGOS Y/O FAMILIARES.","2021"
"FEMENINO","COLOMBIA","TOLIMA","27-38","SIN INFORMACION","0","SIN INFORMACION","$ 600,000","AMIGOS Y/O FAMILIARES.","2021"
"MASCULINO","COLOMBIA","TOLIMA","27-38","SIN INFORMACION","0","SIN INFORMACION","$ 500,000","AMIGOS Y/O FAMILIARES.","2021"
"FEMENINO","COLOMBIA","TOLIMA","27-38","SIN INFORMACION","0","SIN INFORMACION","$ 600,000","AMIGOS Y/O FAMILIARES.","2021"
"MASCULINO","COLOMBIA","CALDAS","39-50","SIN INFORMACION","0","SIN INFORMACION","$ 700,000","AMIGOS Y/O FAMILIARES.","2021"
"FEMENINO","COLOMBIA","QUINDIO","39-50","SALUD, BIENESTAR Y ATENCION MEDICA (INCLUYE LA CIRUGIA ESTETICA)","0","SIN INFORMACION","$ 300,000","YA LOS CONOCIA","2021"
"FEMENINO","COLOMBIA","CALDAS","27-38","SIN INFORMACION","0","SIN INFORMACION","$ 700,000","AMIGOS Y/O FAMILIARES.","2021"
"FEMENINO","COLOMBIA","CALDAS","27-38","SIN INFORMACION","0","SIN INFORMACION","$ 700,000","AMIGOS Y/O FAMILIARES.","2021"
"MASCULINO","COLOMBIA","ANTIOQUIA","15-26","DE PASO","0","SIN INFORMACION","$ 250,000","YA LOS CONOCIA","2021"
"MASCULINO","COLOMBIA","RISARALDA","39-50","SIN INFORMACION","0","SIN INFORMACION","$ 500,000","AMIGOS Y/O FAMILIARES.","2021"
"MASCULINO","COLOMBIA","QUINDIO","51-62","VENDER BIENES O PRESTAR SERVICIOS COMO REPRESENTANTE DE EMPRESA QUE NO ES DEL VALLE O COMO INDEPENDIENTE","7","CASA FAMILIARES / AMIGOS","$ 300,000","AMIGOS Y/O FAMILIARES.","2021"
"FEMENINO","COLOMBIA","QUINDIO","27-38","VENDER BIENES O PRESTAR SERVICIOS COMO REPRESENTANTE DE EMPRESA QUE NO ES DEL VALLE O COMO INDEPENDIENTE","7","CASA FAMILIARES / AMIGOS","$ 300,000","AMIGOS Y/O FAMILIARES.","2021"
"FEMENINO","COLOMBIA","TOLIMA","27-38","SIN INFORMACION","0","SIN INFORMACION","$ 600,000","AMIGOS Y/O FAMILIARES.","2021"
"FEMENINO","COLOMBIA","RISARALDA","15-26","VISITAR A FAMILIARES Y/O AMIGOS","2","CASA FAMILIARES / AMIGOS","$ 250,000","YA LOS CONOCIA","2021"
"MASCULINO","COLOMBIA","TOLIMA","27-38","SIN INFORMACION","0","SIN INFORMACION","$ 600,000","AMIGOS Y/O FAMILIARES.","2021"
"FEMENINO","COLOMBIA","TOLIMA","27-38","SIN INFORMACION","0","SIN INFORMACION","$ 600,000","AMIGOS Y/O FAMILIARES.","2021"
"FEMENINO","COLOMBIA","CUNDINAMARCA","27-38","SIN INFORMACION","0","SIN INFORMACION","$ 600,000","AMIGOS Y/O FAMILIARES.","2021"
"FEMENINO","COLOMBIA","BOGOTA D.C","39-50","VENDER BIENES O PRESTAR SERVICIOS COMO REPRESENTANTE DE EMPRESA QUE NO ES DEL VALLE O COMO INDEPENDIENTE","0","SIN INFORMACION","$ 250,000","YA LOS CONOCIA","2021"
"MASCULINO","COLOMBIA","CUNDINAMARCA","39-50","SIN INFORMACION","0","SIN INFORMACION","$ 600,000","AMIGOS Y/O FAMILIARES.","2021"
"MASCULINO","COLOMBIA","NARIÑO","27-38","SIN INFORMACION","0","SIN INFORMACION","$ 600,000","AMIGOS Y/O FAMILIARES.","2021"
"MASCULINO","COLOMBIA","BOGOTA D.C","15-26","VACACIONES, RECREO Y OCIO","1","HOTEL","$ 200,000","AMIGOS Y/O FAMILIARES.","2021"
"MASCULINO","COLOMBIA","BOGOTA D.C","27-38","VENDER BIENES O PRESTAR SERVICIOS COMO REPRESENTANTE DE EMPRESA QUE NO ES DEL VALLE O COMO INDEPENDIENTE","3","HOTEL","$ 800,000","YA LOS CONOCIA","2021"
"FEMENINO","COLOMBIA","TOLIMA","51-62","VENDER BIENES O PRESTAR SERVICIOS COMO REPRESENTANTE DE EMPRESA QUE NO ES DEL VALLE O COMO INDEPENDIENTE","0","SIN INFORMACION","$ 150,000","AMIGOS Y/O FAMILIARES.","2021"
"MASCULINO","COLOMBIA","NARIÑO","27-38","VISITAR A FAMILIARES Y/O AMIGOS","5","CASA FAMILIARES / AMIGOS","$ 500,000","YA LOS CONOCIA","2021"
"MASCULINO","COLOMBIA","CAUCA","39-50","VENDER BIENES O PRESTAR SERVICIOS COMO REPRESENTANTE DE EMPRESA QUE NO ES DEL VALLE O COMO INDEPENDIENTE","0","SIN INFORMACION","$ 150,000","YA LOS CONOCIA","2021"
"FEMENINO","COLOMBIA","CAUCA","39-50","VISITAR A FAMILIARES Y/O AMIGOS","3","CASA FAMILIARES / AMIGOS","$ 300,000","YA LOS CONOCIA","2021"
"FEMENINO","COLOMBIA","NARIÑO","27-38","SALUD, BIENESTAR Y ATENCION MEDICA (INCLUYE LA CIRUGIA ESTETICA)","1","HOTEL","$ 500,000","YA LOS CONOCIA","2021"
"MASCULINO","COLOMBIA","VALLE DEL CAUCA","27-38","VACACIONES, RECREO Y OCIO","1","HOTEL","$ 500,000","YA LOS CONOCIA","2022"
"MASCULINO","COLOMBIA","VALLE DEL CAUCA","27-38","VACACIONES, RECREO Y OCIO","2","HOSTAL / ALBERGUE / REFUGIO / POSADA TURISTICA","$ 800,000","AMIGOS Y/O FAMILIARES.","2022"
"MASCULINO","COLOMBIA","VALLE DEL CAUCA","39-50","VISITAR A FAMILIARES Y/O AMIGOS","2","CASA / CABAÑA DE VACACIONES / APARTAMENTO ARRENDADO","$ 150,000","YA LOS CONOCIA","2022"
"FEMENINO","COLOMBIA","VALLE DEL CAUCA","27-38","VACACIONES, RECREO Y OCIO","1","HOTEL","$ 500,000","AMIGOS Y/O FAMILIARES.","2022"
"FEMENINO","COLOMBIA","VALLE DEL CAUCA","51-62","VACACIONES, RECREO Y OCIO","2","HOTEL","$ 500,000","REDES SOCIALES","2022"
"MASCULINO","COLOMBIA","VALLE DEL CAUCA","mas de 63","VACACIONES, RECREO Y OCIO","1","HOTEL","$ 600,000","YA LOS CONOCIA","2022"
"FEMENINO","COLOMBIA","CAUCA","39-50","VACACIONES, RECREO Y OCIO","1","HOTEL","$ 170,000","AMIGOS Y/O FAMILIARES.","2022"
"MASCULINO","COLOMBIA","VALLE DEL CAUCA","51-62","VACACIONES, RECREO Y OCIO","2","CASA / CABAÑA DE VACACIONES / APARTAMENTO ARRENDADO","$ 700,000","REDES SOCIALES","2022"
"FEMENINO","COLOMBIA","VALLE DEL CAUCA","mas de 63","VACACIONES, RECREO Y OCIO","3","HOTEL","$ 760,000","AMIGOS Y/O FAMILIARES.","2022"
"MASCULINO","COLOMBIA","VALLE DEL CAUCA","27-38","VACACIONES, RECREO Y OCIO","5","HOTEL","$ 1,000,000","GUIAS TURISTICAS Y MEDIOS ESPECIALIZADOS EN TURISMO","2022"
"FEMENINO","COLOMBIA","VALLE DEL CAUCA","15-26","VACACIONES, RECREO Y OCIO","3","CASA / CABAÑA DE VACACIONES/ APARTAMENTO PROPIO","$ 1,000,000","AMIGOS Y/O FAMILIARES.","2022"
"FEMENINO","COLOMBIA","VALLE DEL CAUCA","27-38","VACACIONES, RECREO Y OCIO","4","HOSTAL / ALBERGUE / REFUGIO / POSADA TURISTICA","$ 1,500,000","YA LOS CONOCIA","2022"
"MASCULINO","COLOMBIA","VALLE DEL CAUCA","51-62","VACACIONES, RECREO Y OCIO","2","CASA / CABAÑA DE VACACIONES/ APARTAMENTO PROPIO","$ 2,000,000","YA LOS CONOCIA","2022"
"MASCULINO","COLOMBIA","VALLE DEL CAUCA","27-38","VACACIONES, RECREO Y OCIO","3","HOTEL","$ 1,000,000","YA LOS CONOCIA","2022"
"FEMENINO","COLOMBIA","VALLE DEL CAUCA","27-38","VACACIONES, RECREO Y OCIO","2","HOTEL","$ 600,000","BUSQUEDAS, PAGINAS Y AVISOS EN INTERNET.","2022"
"FEMENINO","COLOMBIA","VALLE DEL CAUCA","27-38","VACACIONES, RECREO Y OCIO","2","HOTEL","$ 400,000","YA LOS CONOCIA","2022"
"FEMENINO","COLOMBIA","PUTUMAYO","39-50","VISITAR A FAMILIARES Y/O AMIGOS","9","HOTEL","$ 1,500,000","YA LOS CONOCIA","2022"
"FEMENINO","COLOMBIA","ANTIOQUIA","39-50","VISITAR A FAMILIARES Y/O AMIGOS","5","CASA FAMILIARES / AMIGOS","$ 900,000","YA LOS CONOCIA","2022"
"FEMENINO","COLOMBIA","ANTIOQUIA","27-38","VISITAR A FAMILIARES Y/O AMIGOS","6","HOTEL","$ 1,500,000","YA LOS CONOCIA","2022"
"MASCULINO","COLOMBIA","ANTIOQUIA","27-38","VISITAR A FAMILIARES Y/O AMIGOS","8","HOTEL","$ 1,200,000","YA LOS CONOCIA","2022"
"MASCULINO","COLOMBIA","ANTIOQUIA","39-50","VISITAR A FAMILIARES Y/O AMIGOS","9","CASA FAMILIARES / AMIGOS","$ 900,000","YA LOS CONOCIA","2022"
"MASCULINO","COLOMBIA","ANTIOQUIA","27-38","VISITAR A FAMILIARES Y/O AMIGOS","6","CASA FAMILIARES / AMIGOS","$ 900,000","YA LOS CONOCIA","2022"
"FEMENINO","COLOMBIA","ANTIOQUIA","51-62","VISITAR A FAMILIARES Y/O AMIGOS","8","HOTEL","$ 1,200,000","YA LOS CONOCIA","2022"
"FEMENINO","COLOMBIA","TOLIMA","27-38","VACACIONES, RECREO Y OCIO","8","CASA FAMILIARES / AMIGOS","$ 900,000","YA LOS CONOCIA","2022"
"FEMENINO","COLOMBIA","TOLIMA","27-38","VISITAR A FAMILIARES Y/O AMIGOS","6","CASA FAMILIARES / AMIGOS","$ 1,000,000","YA LOS CONOCIA","2022"
"MASCULINO","COLOMBIA","RISARALDA","27-38","VISITAR A FAMILIARES Y/O AMIGOS","6","HOTEL","$ 900,000","YA LOS CONOCIA","2022"
"MASCULINO","COLOMBIA","RISARALDA","27-38","VISITAR A FAMILIARES Y/O AMIGOS","8","CASA FAMILIARES / AMIGOS","$ 900,000","AMIGOS Y/O FAMILIARES.","2022"
"MASCULINO","COLOMBIA","RISARALDA","27-38","VISITAR A FAMILIARES Y/O AMIGOS","5","CASA FAMILIARES / AMIGOS","$ 900,000","YA LOS CONOCIA","2022"
"MASCULINO","COLOMBIA","CAUCA","27-38","VISITAR A FAMILIARES Y/O AMIGOS","6","HOTEL","$ 1,000,000","YA LOS CONOCIA","2022"
"MASCULINO","COLOMBIA","CAUCA","51-62","VISITAR A FAMILIARES Y/O AMIGOS","5","CASA FAMILIARES / AMIGOS","$ 1,000,000","YA LOS CONOCIA","2022"
"FEMENINO","COLOMBIA","CAUCA","27-38","VACACIONES, RECREO Y OCIO","5","CASA FAMILIARES / AMIGOS","$ 900,000","YA LOS CONOCIA","2022"
"FEMENINO","COLOMBIA","ANTIOQUIA","15-26","VACACIONES, RECREO Y OCIO","6","CASA FAMILIARES / AMIGOS","$ 900,000","YA LOS CONOCIA","2022"
"MASCULINO","CHILE","SIN INFORMACION","27-38","VACACIONES, RECREO Y OCIO","15","CASA FAMILIARES / AMIGOS","$ 3,000,000","YA LOS CONOCIA","2022"
"MASCULINO","COLOMBIA","CAUCA","27-38","VISITAR A FAMILIARES Y/O AMIGOS","5","HOTEL","$ 900,000","YA LOS CONOCIA","2022"
"FEMENINO","COLOMBIA","CAUCA","39-50","VISITAR A FAMILIARES Y/O AMIGOS","5","CASA FAMILIARES / AMIGOS","$ 900,000","YA LOS CONOCIA","2022"
"MASCULINO","COLOMBIA","CAUCA","39-50","VISITAR A FAMILIARES Y/O AMIGOS","5","CASA FAMILIARES / AMIGOS","$ 1,200,000","YA LOS CONOCIA","2022"
"FEMENINO","COLOMBIA","ATLÃNTICO","27-38","VISITAR A FAMILIARES Y/O AMIGOS","10","HOTEL","$ 1,500,000","YA LOS CONOCIA","2022"
"FEMENINO","COLOMBIA","CAUCA","39-50","VISITAR A FAMILIARES Y/O AMIGOS","5","CASA FAMILIARES / AMIGOS","$ 900,000","YA LOS CONOCIA","2022"
"FEMENINO","COLOMBIA","CAUCA","15-26","VISITAR A FAMILIARES Y/O AMIGOS","5","CASA FAMILIARES / AMIGOS","$ 1,200,000","YA LOS CONOCIA","2022"
"FEMENINO","COLOMBIA","BOGOTA D.C","15-26","VACACIONES, RECREO Y OCIO","5","HOTEL","$ 1,000,000","YA LOS CONOCIA","2022"
"FEMENINO","COLOMBIA","BOGOTA D.C","51-62","VACACIONES, RECREO Y OCIO","5","CASA FAMILIARES / AMIGOS","$ 900,000","YA LOS CONOCIA","2022"
"MASCULINO","COLOMBIA","PUTUMAYO","27-38","VISITAR A FAMILIARES Y/O AMIGOS","6","HOTEL","$ 900,000","YA LOS CONOCIA","2022"
"FEMENINO","COLOMBIA","HUILA","27-38","VISITAR A FAMILIARES Y/O AMIGOS","6","CASA FAMILIARES / AMIGOS","$ 900,000","AMIGOS Y/O FAMILIARES.","2022"
"MASCULINO","COLOMBIA","BOGOTA D.C","27-38","VISITAR A FAMILIARES Y/O AMIGOS","6","CASA FAMILIARES / AMIGOS","$ 1,000,000","YA LOS CONOCIA","2022"
"FEMENINO","COLOMBIA","VALLE DEL CAUCA","27-38","VISITAR A FAMILIARES Y/O AMIGOS","2","CASA FAMILIARES / AMIGOS","$ 950,000","AMIGOS Y/O FAMILIARES.","2022"
"MASCULINO","COLOMBIA","VALLE DEL CAUCA","39-50","VACACIONES, RECREO Y OCIO","SIN INFORMACION","NINGUNO."," $ -   ","YA LOS CONOCIA","2022"
"MASCULINO","COLOMBIA","VALLE DEL CAUCA","39-50","VACACIONES, RECREO Y OCIO","SIN INFORMACION","NINGUNO."," $ -   ","YA LOS CONOCIA","2022"
"MASCULINO","COLOMBIA","VALLE DEL CAUCA","51-62","VACACIONES, RECREO Y OCIO","1","HOTEL","$ 300,000","AMIGOS Y/O FAMILIARES.","2022"
"MASCULINO","SIN INFORMACION","SIN INFORMACION","27-38","VACACIONES, RECREO Y OCIO","6","HOTEL","$ 3,500,000","AMIGOS Y/O FAMILIARES.","2022"
"MASCULINO","COLOMBIA","BOGOTA D.C","15-26","VISITAR A FAMILIARES Y/O AMIGOS","3","CASA FAMILIARES / AMIGOS","$ 550,000","AMIGOS Y/O FAMILIARES.","2022"
"MASCULINO","COLOMBIA","AMAZONAS","15-26","VACACIONES, RECREO Y OCIO","6","CASA FAMILIARES / AMIGOS","$ 850,000","YA LOS CONOCIA","2022"
"FEMENINO","SIN INFORMACION","SIN INFORMACION","27-38","VISITAR A FAMILIARES Y/O AMIGOS","8","CASA FAMILIARES / AMIGOS","$ 8,000,000","AMIGOS Y/O FAMILIARES.","2022"
"MASCULINO","COLOMBIA","VALLE DEL CAUCA","27-38","VACACIONES, RECREO Y OCIO","1","APARTAHOTEL","$ 850,000","GUIAS TURISTICAS Y MEDIOS ESPECIALIZADOS EN TURISMO","2022"
"FEMENINO","COLOMBIA","VALLE DEL CAUCA","15-26","VISITAR A FAMILIARES Y/O AMIGOS","1","CASA FAMILIARES / AMIGOS","$ 750,000","AMIGOS Y/O FAMILIARES.","2022"
"FEMENINO","COLOMBIA","RISARALDA","27-38","VACACIONES, RECREO Y OCIO","1","HOTEL","$ 500,000","REDES SOCIALES","2022"
"FEMENINO","COLOMBIA","VALLE DEL CAUCA","27-38","VACACIONES, RECREO Y OCIO","3","HOTEL","$ 400,000","YA LOS CONOCIA","2022"
"MASCULINO","COLOMBIA","VALLE DEL CAUCA","51-62","VACACIONES, RECREO Y OCIO","0","NINGUNO.","$ 300,000","YA LOS CONOCIA","2022"
"MASCULINO","COLOMBIA","VALLE DEL CAUCA","39-50","VACACIONES, RECREO Y OCIO","SIN INFORMACION","NINGUNO."," $ -   ","YA LOS CONOCIA","2022"
"FEMENINO","COLOMBIA","VALLE DEL CAUCA","51-62","VACACIONES, RECREO Y OCIO","SIN INFORMACION","NINGUNO."," $ -   ","YA LOS CONOCIA","2022"
"MASCULINO","COLOMBIA","VALLE DEL CAUCA","SIN INFORMACION","VACACIONES, RECREO Y OCIO","SIN INFORMACION","NINGUNO."," $ -   ","YA LOS CONOCIA","2022"
"FEMENINO","COLOMBIA","VALLE DEL CAUCA","39-50","VACACIONES, RECREO Y OCIO","SIN INFORMACION","NINGUNO."," $ -   ","YA LOS CONOCIA","2022"
"FEMENINO","COLOMBIA","VALLE DEL CAUCA","27-38","TURISMO DE NATURALEZA: APROVECHAMIENTO DE LA NATURALEZA, AVISTAMIENTO DE FLORA Y FAUNA.","SIN INFORMACION","NINGUNO."," $ -   ","YA LOS CONOCIA","2022"
"MASCULINO","COLOMBIA","VALLE DEL CAUCA","39-50","ASISTIR A EVENTOS DEPORTIVOS COMO DEPORTISTA O COMO ASISTENTE","SIN INFORMACION","NINGUNO."," $ -   ","YA LOS CONOCIA","2022"
"MASCULINO","COLOMBIA","NARIÑO","39-50","VACACIONES, RECREO Y OCIO","2","CASA FAMILIARES / AMIGOS","$ 300,000","AMIGOS Y/O FAMILIARES.","2022"
"MASCULINO","COLOMBIA","QUINDIO","mas de 63","VISITAR A FAMILIARES Y/O AMIGOS","3","CASA FAMILIARES / AMIGOS","$ 350,000","YA LOS CONOCIA","2022"
"FEMENINO","COLOMBIA","QUINDIO","51-62","VACACIONES, RECREO Y OCIO","3","CASA FAMILIARES / AMIGOS","$ 350,000","AMIGOS Y/O FAMILIARES.","2022"
"MASCULINO","SIN INFORMACION","SIN INFORMACION","SIN INFORMACION","VACACIONES, RECREO Y OCIO","4","CASA FAMILIARES / AMIGOS","$ 600,000","AMIGOS Y/O FAMILIARES.","2022"
"MASCULINO","ESTADOS UNIDOS DE AMÃ‰RICA","SIN INFORMACION","39-50","VISITAR A FAMILIARES Y/O AMIGOS","8","CASA FAMILIARES / AMIGOS","$ 5,000,000","AMIGOS Y/O FAMILIARES.","2022"
"MASCULINO","SIN INFORMACION","SIN INFORMACION","39-50","TURISMO DE NATURALEZA: APROVECHAMIENTO DE LA NATURALEZA, AVISTAMIENTO DE FLORA Y FAUNA.","15","FINCA AGRO TURÃSTICA / ALOJAMIENTO RURAL"," $ -   ","BUSQUEDAS, PAGINAS Y AVISOS EN INTERNET.","2022"
"FEMENINO","SIN INFORMACION","SIN INFORMACION","SIN INFORMACION","VISITAR A FAMILIARES Y/O AMIGOS","6","CASA FAMILIARES / AMIGOS"," $ -   ","AMIGOS Y/O FAMILIARES.","2022"
"FEMENINO","SIN INFORMACION","SIN INFORMACION","27-38","TURISMO DE NATURALEZA: APROVECHAMIENTO DE LA NATURALEZA, AVISTAMIENTO DE FLORA Y FAUNA.","15","FINCA AGRO TURÃSTICA / ALOJAMIENTO RURAL"," $ -   ","BUSQUEDAS, PAGINAS Y AVISOS EN INTERNET.","2022"
"MASCULINO","COLOMBIA","NARIÑO","51-62","VISITAR A FAMILIARES Y/O AMIGOS","6","CASA FAMILIARES / AMIGOS","$ 300,000","AMIGOS Y/O FAMILIARES.","2022"
"MASCULINO","COLOMBIA","CAUCA","51-62","VISITAR A FAMILIARES Y/O AMIGOS","3","CASA FAMILIARES / AMIGOS","$ 200,000","AMIGOS Y/O FAMILIARES.","2022"
"MASCULINO","COLOMBIA","CAUCA","mas de 63","TURISMO DE NATURALEZA: APROVECHAMIENTO DE LA NATURALEZA, AVISTAMIENTO DE FLORA Y FAUNA.","0","NINGUNO.","$ 80,000","YA LOS CONOCIA","2022"
"MASCULINO","SIN INFORMACION","SIN INFORMACION","SIN INFORMACION","TURISMO DE NATURALEZA: APROVECHAMIENTO DE LA NATURALEZA, AVISTAMIENTO DE FLORA Y FAUNA.","15","HOTEL"," $ -   ","REDES SOCIALES","2022"
"MASCULINO","ECUADOR","SIN INFORMACION","27-38","VACACIONES, RECREO Y OCIO","5","HOTEL","$ 1,500,000","YA LOS CONOCIA","2022"
"MASCULINO","SIN INFORMACION","SIN INFORMACION","39-50","VACACIONES, RECREO Y OCIO","4","HOTEL","$ 80,000","YA LOS CONOCIA","2022"
"FEMENINO","COLOMBIA","VALLE DEL CAUCA","27-38","ASISTIR A EVENTOS DEPORTIVOS COMO DEPORTISTA O COMO ASISTENTE","SIN INFORMACION","NINGUNO."," $ -   ","YA LOS CONOCIA","2022"
"MASCULINO","COLOMBIA","BOYACA","mas de 63","VACACIONES, RECREO Y OCIO","0","NINGUNO.","$ 180,000","REDES SOCIALES","2022"
"FEMENINO","COLOMBIA","VALLE DEL CAUCA","51-62","VACACIONES, RECREO Y OCIO","0","NINGUNO.","$ 150,000","AMIGOS Y/O FAMILIARES.","2022"
"FEMENINO","COLOMBIA","VALLE DEL CAUCA","39-50","VACACIONES, RECREO Y OCIO","0","NINGUNO.","$ 100,000","AMIGOS Y/O FAMILIARES.","2022"
"MASCULINO","COLOMBIA","QUINDIO","39-50","VACACIONES, RECREO Y OCIO","0","NINGUNO.","$ 400,000","AMIGOS Y/O FAMILIARES.","2022"
"MASCULINO","COLOMBIA","VALLE DEL CAUCA","39-50","VACACIONES, RECREO Y OCIO","8","HOTEL","$ 1,000,000","AMIGOS Y/O FAMILIARES.","2022"
"FEMENINO","COLOMBIA","VALLE DEL CAUCA","39-50","VACACIONES, RECREO Y OCIO","8","HOTEL","$ 1,000,000","AMIGOS Y/O FAMILIARES.","2022"
"FEMENINO","COLOMBIA","VALLE DEL CAUCA","15-26","VACACIONES, RECREO Y OCIO","8","HOTEL","$ 1,000,000","GUIAS TURISTICAS Y MEDIOS ESPECIALIZADOS EN TURISMO","2022"
"FEMENINO","COLOMBIA","VALLE DEL CAUCA","15-26","VACACIONES, RECREO Y OCIO","8","HOTEL","$ 1,000,000","GUIAS TURISTICAS Y MEDIOS ESPECIALIZADOS EN TURISMO","2022"
"FEMENINO","COLOMBIA","VALLE DEL CAUCA","15-26","VACACIONES, RECREO Y OCIO","8","HOTEL","$ 1,000,000","GUIAS TURISTICAS Y MEDIOS ESPECIALIZADOS EN TURISMO","2022"
